date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:18:44	263434/263434	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-4050a%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/ex-blog-posts.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/ex-blog-posts.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:46	30939/30939	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-78db%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/vodafone.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/vodafone.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:47	25468/25468	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-637c%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/microsoft.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/microsoft.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:48	34844/34844	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-881c%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/harvard.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/harvard.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:50	32220/32220	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-7ddc%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/stanford.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/stanford.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:51	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f85a07c-1538f%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/jquery.min.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/jquery.min.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:52	37046/37046	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f85a07c-90b6%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/bootstrap.min.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/bootstrap.min.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:53	13410/13410	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f85a07c-3462%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/material.min.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/material.min.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:54	51813/51813	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f85a07c-ca65%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/moment.min.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/moment.min.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:54	22057/22057	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f85a07c-5629%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/nouislider.min.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/nouislider.min.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:55	55192/55192	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-1a487%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/bootstrap-datetimepicker.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/bootstrap-datetimepicker.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:56	43942/43942	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-1140a%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/bootstrap-selectpicker.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/bootstrap-selectpicker.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:57	12869/12869	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-570b%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/bootstrap-tagsinput.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/bootstrap-tagsinput.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:58	16780/16780	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f85a07c-418c%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/jasny-bootstrap.min.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/jasny-bootstrap.min.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:58	13076/13076	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-4afa%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/js/material-kit.js?v=1.3.0	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/js/material-kit98f3.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:58	19806/19806	---M-Z	200	added ('OK')	application/javascript	etag:W/%22644fcb5e-4d5e%22	https://buttons.github.io/buttons.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:59	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2001%20May%202023%2019:18:59%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/connect.facebook.net/en_US/fbevents.57.delayed	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:18:59	15897/15897	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-633b%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/jquery.sharrre.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/jquery.sharrre.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:19:00	109663/109663	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20May%202023%2019:18:59%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/presentation.html)
20:19:01	2895/2895	---M--	200	added ('OK')	image/png	etag:%225f85a07c-b4f%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/arrow-left.png	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/arrow-left.png	(from https://demos.creative-tim.com/bs3/material-kit-pro/assets/css/material-kit.css?v=1.2.1)
20:19:01	1790/1790	---M--	200	added ('OK')	application/octet-stream	etag:%225f85a07c-6fe%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/arrow-left.cur	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/arrow-left.cur	(from https://demos.creative-tim.com/bs3/material-kit-pro/assets/css/material-kit.css?v=1.2.1)
20:19:02	2923/2923	---M--	200	added ('OK')	image/png	etag:%225f85a07c-b6b%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/arrow-right.png	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/arrow-right.png	(from https://demos.creative-tim.com/bs3/material-kit-pro/assets/css/material-kit.css?v=1.2.1)
20:19:02	1790/1790	---M--	200	added ('OK')	application/octet-stream	etag:%225f85a07c-6fe%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/arrow-right.cur	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/arrow-right.cur	(from https://demos.creative-tim.com/bs3/material-kit-pro/assets/css/material-kit.css?v=1.2.1)
20:19:04	199812/199812	---MCZ	200	added ('OK')	text/css	etag:W/%225f85a07c-3ba92%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/css/material-kit.css?v=1.3.0	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/css/material-kit98f3.css	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:04	5327/5327	---MCZ	200	added ('OK')	text/css	etag:W/%225f85a07c-1aa3%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/vertical-nav.css	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/vertical-nav.css	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:05	5600/5600	---MCZ	200	added ('OK')	text/css	etag:W/%225f85a07c-1d07%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/demo.css	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/demo.css	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:06	85214/85214	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-14cde%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/avatar.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/avatar.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:09	55545/55545	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-d8f9%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile6-square.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile6-square.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:15	532988/532988	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-821fc%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg7.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg7.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:15	80546/80546	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-13aa2%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/christian.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/christian.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:16	91113/91113	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-163e9%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile4-square.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile4-square.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:16	74370/74370	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-12282%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile1-square.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:18	54633/54633	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-d569%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/marc.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:20	81432/81432	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-13e18%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/kendall.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/kendall.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:21	63760/63760	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-f910%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile5-square.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile5-square.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:22	48019/48019	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-bb93%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile2-square.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/faces/card-profile2-square.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:23	12146/12146	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-2f72%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/product1.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/product1.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:23	9677/9677	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-25cd%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/product2.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/product2.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:24	21624/21624	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-5478%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/product3.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/product3.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:25	18015/18015	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-465f%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/placeholder.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:27	379002/379002	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-5c87a%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog1.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog1.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:28	96357/96357	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-17865%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog8.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog8.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:29	167691/167691	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-28f0b%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog2.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog2.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:29	117761/117761	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-1cc01%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-profile4.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-profile4.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:31	102988/102988	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-1924c%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-profile1.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-profile1.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:32	189399/189399	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-2e3d7%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/office1.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/office1.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:34	118032/118032	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-1cd10%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog5.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog5.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:34	140236/140236	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-223cc%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog3.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog3.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:34	149702/149702	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-248c6%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog6.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog6.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:36	93946/93946	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-16efa%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/color1.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/color1.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:37	150092/150092	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-24a4c%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/color2.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/color2.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:38	132890/132890	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-2071a%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog5.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog5.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:38	129201/129201	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-1f8b1%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/color3.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/color3.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:38	214887/214887	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-34767%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog1.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog1.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:41	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-adf6%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/image_placeholder.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:41	207602/207602	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-32af2%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog6.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog6.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:42	279482/279482	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-443ba%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg2.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg2.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:43	124945/124945	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-1e811%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:44	272948/272948	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-42a34%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg3.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg3.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:45	655223/655223	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-9ff77%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/dg1.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/dg1.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:45	549851/549851	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-863db%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/dg2.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/dg2.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:46	16876/16876	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-c8a4%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/modernizr.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/modernizr.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:47	1285/1285	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-6eb%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/vertical-nav.js	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/assets-for-demo/vertical-nav.js	(from https://demos.creative-tim.com/bs3/material-kit-pro/index.html)
20:19:49	277845/277845	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-43d55%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg12.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg12.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/sections.html)
20:19:49	220039/220039	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-35b87%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/office2.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/office2.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/sections.html)
20:19:49	669631/669631	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-a37bf%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/dg3.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/dg3.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/sections.html)
20:19:52	858189/858189	---M--	200	added ('OK')	image/png	etag:%225f85a07c-d184d%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/sections/iphone2.png	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/sections/iphone2.png	(from https://demos.creative-tim.com/bs3/material-kit-pro/sections.html)
20:19:52	857614/857614	---M--	200	added ('OK')	image/png	etag:%225f85a07c-d160e%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/sections/iphone.png	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/sections/iphone.png	(from https://demos.creative-tim.com/bs3/material-kit-pro/sections.html)
20:19:52	78490/78490	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-1329a%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog4.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/card-blog4.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/sections.html)
20:19:52	174691/174691	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-2aa63%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg9.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/bg9.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/sections.html)
20:19:53	434320/434320	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-6a090%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/office2.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/office2.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/sections.html)
20:19:54	241224/241224	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-3ae48%22	https://demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog7.jpg	C:/Users/kittie/OneDrive/Desktop/miaouuuuuu/demos.creative-tim.com/bs3/material-kit-pro/assets/img/examples/blog7.jpg	(from https://demos.creative-tim.com/bs3/material-kit-pro/sections.html)
